#,Internal Name,Name,Phone,Fax,After Hrs Phone,Address,City,County,State,Zip,Operations Manager,Operations Manager2,Kids' Dentistry OM,RM,RD,SRM,SRM,SRM,SRD,SRD,RP/RVP,TP,Region Name,Professional Corporation,Tax ID,Open Date,Epic Go Live Date
284,Petaluma 1,Petaluma Modern Dentistry,(707)789-9600,(707)789-9549,,"401 Kenilworth Dr, Ste 960",Petaluma,Sonoma,CA,94952,Constance Slykas,,,Alina Cepernich,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Szutz Dental Corporation,46-3575885,2/4/2014,12/7/2020
285,Dublin 1,Fallon Dental Group,(925)803-0100,(925)803-0900,,3746 Fallon Rd,Dublin,Alameda,CA,94568,Shaina Steinberg,,,Jessica Rubio,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Karleen Boparai and Amardeep Gill Dental Corporation,46-4888555,4/15/2014,3/1/2021
286,Fairfield,Fairfield Dentists,(707)399-9082,(707)399-9435,,"3332 N Texas St, Ste C",Fairfield,Solano,CA,94533,Robert Crawford,,Nicole Wigmore,Tania Ruiz,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Pangilinan and Gill Dental Corporation,46-3908217,1/28/2014,11/1/2021
287,Fresno 2,Fig Garden Dental Group,(559)227-0027,(559)227-0028,,"1008 W Shaw Ave, Ste 105",Fresno,Fresno,CA,93711,Tisha Solis,,,Mayra Jimenez,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Central Valley Region,Kaur and Mokbil Dental Corporation,46-5618399,7/1/2014,3/1/2021
288,Long Beach 1,Long Beach Smiles Dentistry,(562)296-6111,(562)296-6116,,5533-A E Stearns St,Long Beach,Los Angeles,CA,90815,Isis Garland,,,Sowo Varney,,Tina Nguyen,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,Nguyen and Ghazal Dental Corporation,46-4406778,4/7/2014,7/6/2021
289,Sparks 2,Sparks Marina Dentistry,(775)359-1565,(775)359-1597,,"475 Sparks Blvd, Ste 101",Sparks,Washoe,NV,89434,Miriam Canela-Lorenzo,,,Caryssa Cook,,Elizabeth Riolo,,,,,Alicia Lowry,Nicholas D'Amico,Reno Region,"Hooshyar Sparks Marina Dentistry, PC",47-3817118,8/4/2015,7/6/2021
290,Visalia 1,Packwood Creek Dental Group,(559)732-1953,(559)732-1983,,"4129 S Mooney Blvd, Ste B",Visalia,Tulare,CA,93277,Erica Moreno,,,Mayra Jimenez,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Central Valley Region,Fareid Dental Corporation,47-2379550,3/23/2015,3/1/2021
291,Temecula 4,Temecula Modern Dentistry,(951)252-6001,(951)905-1759,,"40705 Winchester Rd, Ste A103",Temecula,Riverside,CA,92591,Nohelia Rodriguez,,Nohelia Rodriguez,Erica Stapleton,,Baraka Harper,,,,,Lionel Clayton,Maha Said-Shariff,South Inland Empire Region,Abrams and Lee Dental Corporation,83-1669265,12/27/2018,4/1/2020
292,Glendale 1,Glendale Modern Dentistry,(623)939-2600,(623)939-2603,,"5143 W Olive Ave, Ste 140",Glendale,Maricopa,AZ,85302,Shannon Carlson,,,Lewis Palmer,,Jaycee Campbell,Jaycee Campbell,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Glendale Modern Dentistry, LLP",35-2496066,5/13/2014,10/5/2020
293,Phoenix 8,7th and Bell Dental Group,(602)993-6000,(602)993-6003,,"267 E Bell Rd, Ste 3",Phoenix,Maricopa,AZ,85022,,,Jane Moe,Lewis Palmer,,Jaycee Campbell,Jaycee Campbell,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"7th and Bell Dental Group, LLP",38-3927824,9/5/2014,4/4/2022
294,Cave Creek,Cave Creek Dentistry,(480)595-0800,(480)595-0805,,"34317 N Cave Creek Rd, Ste 103",Cave Creek,Maricopa,AZ,85331,Brittany LeGault,,,,Jason Merrill,Jaycee Campbell,Jaycee Campbell,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Cave Creek Dentistry, LLP",37-1766989,12/16/2014,10/5/2020
295,West Covina 1,West Covina Dental Group,(626)634-3393,(626)407-2980,,"2700 E Workman Ave, Ste A",West Covina,Los Angeles,CA,91791,Samantha Loera,,,,Linda Mata-Icart,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Karim Zaklama Dental Corporation,47-4959187,4/4/2016,7/11/2022
296,Novato,Novato Smiles Dentistry,(415)897-8020,(415)897-8967,,948 Diablo Ave,Novato,Marin,CA,94947,Monicka Emmerich,,,Alina Cepernich,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Seung Lee Dental Corporation,37-1762461,10/6/2014,2/1/2023
297,Alameda,Alameda Landing Dentistry,(510)384-4000,(510)384-4230,,"2660 5th St, Ste C",Alameda,Alameda,CA,94501,Jill Arroyo,,,Dallin Caldwell,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Ghazal and Bautista Dental Corporation,47-3082042,4/17/2015,12/7/2020
298,Downey,Downey Promenade Dental Group,(562)441-7212,(562)803-5029,,8998 Apollo Way,Downey,Los Angeles,CA,90242,Brian Chung,,,Diana Vales,,Tina Nguyen,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,Ariella Pessah Dental Corporation,47-4917892,2/16/2016,7/11/2022
299,Pinole,Pinole Modern Dentistry,(510)210-8907,(510)379-7252,,1208 Fitzgerald Dr,Pinole,Contra Costa,CA,94564,Meisha Mean,,,Alina Cepernich,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Antono Teang Dental Corporation,47-5333463,2/24/2016,5/3/2021
300,Riverside 7,Riverside Modern Dentistry,(951)261-5277,(951)220-6982,,"6161 Van Buren Blvd, Ste 103",Riverside,Riverside,CA,92503,Jennifer Corral,,,Melanie Smith,,,,,Ashley Quezada,,Kimberly Valko,Maha Said-Shariff,Inland Desert Region,MICHAEL CHO DENTAL CORPORATION,88-3749059,11/2/2022,11/1/2022
301,Wilsonville 1,Wilsonville Smiles Dentistry,(503)682-4500,(503)682-4900,,"30040 SW Boones Ferry Rd, Ste 20",Wilsonville,Clackamas,OR,97070,,,,Amber McElvain,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Wilsonville Smiles, PC",45-4722517,4/6/2012,7/11/2022
302,Tigard,Tigard Triangle Smiles Dentistry,(503)620-2319,(503)620-2008,,"7275 SW Dartmouth St, Ste 180",Tigard,Washington,OR,97223,Roland Drilsma,,,Tessa Young,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Tigard Triangle Smiles, PC",45-5401206,8/1/2012,7/11/2022
303,Oregon City,Hilltop Smiles Dentistry,(503)722-1100,(503)722-1103,,1436 Molalla Ave,Oregon City,Clackamas,OR,97045,Gardenia Nunez,,,Amber McElvain,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Hilltop Smiles, PC",45-5395657,7/17/2012,7/11/2022
305,Tualatin 1,Tualatin Modern Dentistry,(503)612-8736,(503)612-8737,,"7017 SW Nyberg St, Ste P-4.6",Tualatin,Washington,OR,97062,Rachel Gorst,,,Tessa Young,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Tualatin Modern Dentistry, PC",46-1936813,4/11/2013,2/1/2021
306,Gresham,Gresham Modern Dentistry,(503)491-5450,(503)491-5452,,387 NE 223rd Ave,Gresham,Multnomah,OR,97030,Sandra Mann,,,Tessa Young,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Gresham Modern Dentistry, PC",46-1574093,2/14/2013,7/11/2022
307,Hillsboro,Hillsboro Modern Dentistry,(503)844-0700,(503)844-0721,,"2790 NE 106th Ave, Ste A",Hillsboro,Washington,OR,97124,,Kirsten Balfe,,Tessa Young,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Hillsboro Modern Dentistry, PC",46-4246016,2/24/2014,2/7/2022
308,McKinney 2,The Dental Office of McKinney,(214)764-2895,(214)281-5019,,8700 W University Dr,McKinney,Collin,TX,75071,,,,Chante Conway,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,"The Dental Office of McKinney, PC",88-2115272,12/1/2022,11/30/2022
310,Nashville 7,Nolensville Smiles Dentistry,(615)257-5699,(615)257-5907,,197 Burkitt Commons Ave.,Nolensville,Williamson,TN,37135,Cassandra Perry,Heather Greidanus,,,Venissa Fowler,,,,,,Jack Knudsen,Jacob Kramer,Tennessee Region,"Nolensville Smiles Dentistry, PC",92-2143701,7/11/2023,7/10/2023
312,Portland 2,Grant Park Dentistry,(503)282-0521,(503)282-1084,,3280 NE Broadway,Portland,Multnomah,OR,97232,Jay McKennon,,,Tessa Young,,Summer Veit,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Grant Park Dentistry, PC",47-3368419,9/9/2015,5/3/2021
313,Tigard 2,Tigard Modern Dentistry,(503)455-8483,(503)521-0273,,12266 SW Scholls Ferry Rd,Tigard,Washington,OR,97223,Shelli Fletcher,,,Tessa Young,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,Tigard Modern Dentistry,47-5159856,12/8/2015,5/3/2021
314,Las Vegas 14,Sahara Modern Dentistry,(702)680-1525,(702)765-4398,,"4950 W Sahara Ave, Ste 100",Las Vegas,Clark,NV,89146,Natasha Ortiz,,,Amber Breeze,,Mechelle Quinories,Nichelle Venable,Tiffany Magana,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,"Tang Sahara Modern Dentistry, PC",86-1484470,5/18/2021,5/17/2021
315,Beaverton,Cedar Hills Modern Dentistry,(503)396-4071,(541)359-1887,,"2905 SW Cedar Hills Blvd, Ste 120",Beaverton,Washington,OR,97005,Mallely Valadez,,,Amber McElvain,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Cedar Hills Modern Dentistry, PC",82-2973210,1/16/2018,5/3/2021
316,Battle Ground,Battle Ground Smiles Dentistry,(360)843-2001,(360)214-3399,,"1214 SW Scotton Wy, Stes 101 & 103",Battle Ground,Clark,WA,98604,Teresa Fierro,,,Amber McElvain,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Washington Dental Corporation, PC",46-3111392,8/24/2017,5/3/2021
317,Hillsboro 2,Hillsboro Dentist Office,(503)689-8584,(503)427-9399,,2247 SE Tualatin Valley Hwy,Hillsboro,Washington,OR,97123,Sandra Mann,,,Tessa Young,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Hillsboro Dentist Office, PC",82-2051540,10/10/2017,2/7/2022
319,Apollo Beach 1,Apollo Beach Modern Dentistry,(813)771-0329,(813)437-2499,,"6182 N US Hwy 41, Unit A",Apollo Beach,Hillsborough,FL,33572,Michael Schroeder,,,Courtney Bowling,,Paige Fichtner,,,,,Ryan Stowasser,Jacob Kramer,Central Florida Region,"Apollo Beach Modern Dentistry, PA",87-3215474,1/4/2022,1/3/2022
320,Portland 3,Portland Modern Dentistry,(503)406-1108,(503)479-2402,,"5175 NE Martin Luther King Blvd, Ste 110",Portland,Multnomah,OR,97211,Jennifer Pearson,,,Tessa Young,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Portland Modern Dentistry, PC",83-3750843,7/16/2019,5/3/2021
321,Vancouver 3,Vancouver Smiles Dentistry,(360)768-0936,(360)799-5735,,"14411 NE Fourth Plain, Ste 134",Vancouver,Clark,WA,98682,Vera Garland,,,Amber McElvain,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Washington Dental Corporation, PC",46-3111392,5/29/2019,2/7/2022
322,Bellevue 1,Bellevue Modern Dentistry,(425)458-3850,(425)654-0113,,2235 148th Ave NE,Bellevue,King,WA,98007,Aimee Harless,,,Amy Balich,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,12/31/2019,5/3/2021
323,Puyallup 2,Dentists of Puyallup,(253)267-7112,(253)267-7372,,"732 Shaw Rd, Ste B",Puyallup,Pierce,WA,98372,Leah Husa,,,Brittany Love,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,2/11/2020,5/3/2021
324,Henderson 9,Union Village Modern Dentistry,(702)359-7401,(702)430-6719,,"1135 Vitality Dr, Ste 130",Henderson,Clark,NV,89011,Khristopher Brugh,Jade Pasley,Rory Spence,Katie Rahn,,Mechelle Quinories,Nichelle Venable,Tiffany Magana,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,"Oweis Union Village Modern Dentistry, PC",86-2941571,7/13/2021,7/12/2021
325,San Diego 5,North Park Modern Dentistry,(619)637-9774,(619)866-4559,,2050 El Cajon Blvd,San Diego,San Diego,CA,92104,,Alicia Masteller,,Jennifer Johnson,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,Hinderberger Dental Corporation,84-2205686,12/23/2019,12/7/2020
326,Mukilteo,Dentists of Mukilteo,(425)374-1136,(425)651-2999,,"12502 Mukilteo Speedway, Ste 108",Mukilteo,Snohomish,WA,98275,Shay Brooks,,,Kayleen Kim,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,11/5/2019,7/11/2022
327,Auburn WA,Dentists of Lakeland Hills,(253)329-5083,(253)999-5282,,"7084 Lakeland Hills Way, Ste 104",Auburn,King,WA,98092,,Peter Lindgren,,Ashley Deitch,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,8/30/2019,7/6/2021
328,Corona 4,Corona Hills Modern Dentistry,(951)531-9693,(951)905-1704,,"460 N McKinley St, Ste 101",Corona,Riverside,CA,92879,Violet Aquino,,Violet Aquino,Chamath Siriwardena,,,,,Ashley Quezada,,Kimberly Valko,Maha Said-Shariff,Inland Desert Region,Trevor Thomas Dental Corporation,83-4245295,11/26/2019,6/6/2022
329,Vista 3,Vista Modern Dentistry,(760)208-1173,(760)206-7231,,"1350 E Vista Way, Ste 10",Vista,San Diego,CA,92084,Sarah Walter,,,Bianca Ireland,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,Al-Khouri and Ariannejad Dental Corporation,84-2249108,10/22/2019,12/7/2020
330,Puyallup 3,Puyallup Modern Dentistry,(253)214-9293,(253)267-7368,,"12005 Meridian S, Ste 102",Puyallup,Pierce,WA,98373,Nicole Watkins,,,Brittany Love,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,11/22/2019,2/1/2021
331,Gilbert 6,Northeast Gilbert Dentistry,(480)779-6393,(480)977-6111,,"5215 E. Baseline Rd, Ste 101",Gilbert,Maricopa,AZ,85234,RaeTana Mannie,,,Tia Noreus,,,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Northeast Gilbert Dentistry, LLP",86-4003995,8/3/2021,8/2/2021
332,Las Vegas 12,Shadow Mountain Smiles Dentistry,(702)846-5745,(702)832-1495,,"6485 N. Decatur Blvd, Ste 150",Las Vegas,Clark,NV,89131,Aylene Block,,Aylene Block,Brandon Kaecker,,Mechelle Quinories,Nichelle Venable,Tiffany Magana,,,Catherine Wild,Maha Said-Shariff,North Las Vegas Region,"Shahrestani Shadow Mountain Smiles Dentistry, PC",83-3358691,3/29/2019,11/1/2021
333,Sacramento 5,Dentists of Arden,(916)241-0873,(916)246-1521,,"3521 Arden Way, Ste 101",Sacramento,Sacramento,CA,95864,Payton Borchard,,,Bianca Garcia,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Yun Hwan Oh Dental Corporation,83-4398389,7/8/2019,12/7/2020
334,Henderson 7,Dentists of St. Rose,(702)529-0321,(702)577-3412,,"3519 Saint Rose Pkwy, Ste 110",Henderson,Clark,NV,89052,Starrlesha Richmond,,Allison Caputo,Katie Rahn,,Mechelle Quinories,Nichelle Venable,Tiffany Magana,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,"Mugleston Dentists of St. Rose, PC",84-2583004,12/17/2019,7/6/2021
335,Queen Creek 4,Dentists at Ironwood Crossing,(480)347-0753,(480)448-3812,,"40930 N. Ironwood Dr, Ste 109",Queen Creek,Pinal,AZ,85140,Brandi Martinez,,,Tia Noreus,,,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Dentists at Ironwood Crossing, LLP",84-3274395,12/20/2019,10/5/2020
336,Ontario 2,Dentists of Ontario Ranch,(909)284-4413,(909)297-5969,,"3480 E Ontario Ranch Rd, Ste 5",Ontario,San Bernardino,CA,91761,Lisandra Lopez,,,Lupe Santos,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,"Rittu Gill, D.D.S., Inc.",86-3294126,8/3/2021,8/2/2021
337,Sacramento 6,Greenhaven Modern Dentistry,(916)221-9970,(916)288-9551,,992 Florin Rd,Sacramento,Sacramento,CA,95831,Robin Phipps,,,Bianca Garcia,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,"Ahmad Mokbil, D.D.S., Inc.",84-3088015,11/12/2019,7/6/2021
338,Anaheim 1,Anaheim Modern Dentistry,(714)461-3966,(714)461-4001,,2236 E Lincoln Ave,Anaheim,Orange,CA,92806,Antonio Alvarez,,,Vanessa Bradley,,Tina Nguyen,,,,,Alex Creelman,Maha Said-Shariff,Orange County Region,Sumeet Pandhoh Dental Corporation,84-4798962,8/24/2021,8/23/2021
339,Oxnard 4,Oxnard Modern Dentistry,(805)253-2958,(805)253-1147,,2150 N Rose Ave,Oxnard,Ventura,CA,93036,Anais Palacios,,,Lawrence Craft,,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Maral Khazali Dental Corporation,84-1928279,7/9/2019,1/10/2022
340,Scottsdale 6,Scottsdale Trails Dentistry,(480)493-3470,(480)730-3225,,"7750 E McDowell, Ste 107",Scottsdale,Maricopa,AZ,85257,Steven Cook,,,Heather Mata,,Jaycee Campbell,Jaycee Campbell,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Scottsdale Trails Dentistry, LLP",36-4939412,9/3/2019,10/5/2020
341,Sparks 3,Sparks Modern Dentistry,(775)525-5510,(775)525-5030,,"2454 Wingfield Hills Rd, Ste 100",Sparks,Washoe,NV,89436,Mitzy Torres,,,Caryssa Cook,,Elizabeth Riolo,,,,,Alicia Lowry,Nicholas D'Amico,Reno Region,"McEvoy Sparks Modern Dentistry, PC",86-2649211,8/24/2021,8/23/2021
343,Brentwood CA,Brentwood Modern Dentistry,(310)219-6039,(310)219-6038,,12013 Wilshire Blvd,Los Angeles,Los Angeles,CA,90025,,,,Sowo Varney,,Tina Nguyen,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,McDonough Dental Corporation,84-3032566,4/13/2021,4/12/2021
345,Henderson 3 HC,PDS Medical Group Henderson,(702)359-5210,(702)997-0475,,"366 W Lake Mead Pkwy, Ste 100",Henderson,Clark,NV,89015,,Rey-Ann Duldulao,,Lauren McPherson,Moawyah Arikat,,,,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,Henderson Health Group,81-1476918,2/12/2018,8/3/2020
346,Renton,Renton Modern Dentistry,(425)793-6003,(425)793-3505,(360)286-9435,"955 Park Ave N, Ste D",Renton,King,WA,98057,Kylee Selin,,,Brittany Love,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,8/20/2013,7/11/2022
347,Puyallup,Puyallup Smiles Dentistry,(253)848-7777,(253)848-7783,,"16810 Meridian E, Ste J107",Puyallup,Pierce,WA,98375,Jasmine Payne,,Laura Adams,Brittany Love,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,12/17/2013,7/11/2022
348,Lynnwood,Lynnwood Crossroads Modern Dentistry,(425)670-1144,(425)670-1326,,"19620 Hwy 99, Ste 106",Lynnwood,Snohomish,WA,98036,David Rockwell,,,Kayleen Kim,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,4/1/2014,2/7/2022
349,Issaquah,Issaquah Highlands Dental Group,(425)557-9000,(425)557-9003,,"1416 Highlands Dr NE, Ste 120",Issaquah,King,WA,98029,Melanie Barndt,,,Ashley Deitch,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,3/24/2014,7/11/2022
350,Tukwila,Southcenter Modern Dentistry,(253)395-5555,(253)395-5560,(702)281-8224,17420 Southcenter Pkwy,Tukwila,King,WA,98188,,Peter Lindgren,,Brittany Love,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,8/19/2014,7/6/2021
351,Vancouver,Vancouver Dentist Office,(360)260-1005,(360)260-1006,,"918 SE 164th Ave, Ste 200",Vancouver,Clark,WA,98683,Marc Bowers,,,Amber McElvain,,,,,,,Luis Gomez,Nicholas D'Amico,Oregon Region,"Washington Dental Corporation, PC",46-3111392,12/16/2014,2/7/2022
352,Gig Harbor,Olympic Modern Dentistry,(253)858-8020,(253)858-8044,,"4901 Point Fosdick Dr NW, Ste 300",Gig Harbor,Pierce,WA,98335,Mckenna Britton,,,Katherine Green,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,4/22/2014,7/11/2022
353,Snohomish,Snohomish Modern Dentistry,(360)568-9694,(360)568-9684,,"1001 Avenue D, Ste 100",Snohomish,Snohomish,WA,98290,Jae Gale,,,Kayleen Kim,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,11/18/2014,2/7/2022
354,Marysville,Smokey Point Smiles Dentistry,(360)208-0492,(360)719-1024,,"17103 28th Dr NE, Ste 104",Marysville,Snohomish,WA,98271,Brenda Paulson,,,Amy Balich,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,6/1/2016,7/6/2021
355,Kent,Kent Smiles Dentistry,(253)946-5766,(253)946-5771,,"25248 Pacific Hwy S, Ste 105",Kent,King,WA,98032,Chris Agel,,,Brittany Love,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,6/9/2015,5/3/2021
356,Maple Valley,Maple Valley Modern Dentistry,(425)906-9119,(425)906-9120,,"26555 Maple Valley Black Diamond Rd, Ste L100",Maple Valley,King,WA,98038,Samantha Majidimehr,,,Amy Balich,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,9/21/2015,2/7/2022
358,Lacey,Lacey Modern Dentistry,(360)528-7878,(360)999-5820,,"5122 Yelm Hwy SE, Ste E",Lacey,Thurston,WA,98503,Lindsey Dries,,,Katherine Green,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,8/18/2015,2/7/2022
359,Seattle 1,Ballard Modern Dentistry,(206)783-0330,(206)783-4225,,"1416 NW 46th St, Ste 106",Seattle,King,WA,98107,Jessica Aitken,,,Amy Balich,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,11/3/2015,7/11/2022
360,Sammamish,Sammamish Smiles Dentistry,(425)979-3168,(425)279-5439,,"22640 SE 4th St, Ste 212",Sammamish,King,WA,98074,David Lewis,,,Brittany Love,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,4/25/2017,5/3/2021
361,Silverdale,Silverdale Smiles Dentistry,(360)261-6154,(360)719-1023,,"11065 Pacific Crest Place NW, Ste B-105",Silverdale,Kitsap,WA,98383,Brittainy McGowen,,,Katherine Green,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,1/19/2016,2/7/2022
362,Las Vegas 13,Maryland Parkway Smiles Dentistry,(702)723-2076,(702)749-4143,,"1160 E Silverado Ranch Blvd, Ste 130",Las Vegas,Clark,NV,89183,Samantha Padilla,,,Katie Rahn,,Mechelle Quinories,Nichelle Venable,Tiffany Magana,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,"Ligon Maryland Parkway Smiles Dentistry, PC",84-2765335,9/24/2019,9/8/2020
363,Mesa 5,Dentists of Mesa,(480)550-8204,(480)210-6800,,"4401 E. McKellips Rd, Ste 102",Mesa,Maricopa,AZ,85215,Wanda Keitt,,,Kayla Martinez,,Jaycee Campbell,Jaycee Campbell,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Dentists of Mesa, LLP",30-1196395,6/18/2019,10/5/2020
364,University Place,University Place Modern Dentistry,(253)215-1107,(253)617-0729,,3708 Bridgeport Way W,University Place,Pierce,WA,98466,Wrandi Williams,,,Katherine Green,,Ashley Williams,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,5/25/2017,2/7/2022
367,Henderson 8,Horizon Ridge Modern Dentistry,(702)508-0906,(702)410-8102,,"10525 S. Eastern Ave, Ste 100",Henderson,Clark,NV,89052,Amanda Dunn,,,Adam Godoy,,Mechelle Quinories,Nichelle Venable,Tiffany Magana,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,"Yip Horizon Ridge Modern Dentistry, PC",84-4827557,12/8/2020,12/7/2020
